,Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date,Type,ValueType,ValueDistrict
384,1457037,"Cho thuê phòng 40m2 giá 3tr/2người, 86b/14 đường Trần Bình Trọng, Phường 1, quận 5, Hồ Chí Minh",3.0,40.0,Quận 5,Hồ Chí Minh,09/06/2019,Phòng trọ,2.2158964012891964,2.4362818590704647
385,1457261,"Cho thuê phòng đầy đủ tiện nghi, trung tâm Q3, giá 7 triệu/tháng.",7.0,20.0,Quận 3,Hồ Chí Minh,10/06/2019,Phòng trọ,2.2158964012891964,3.0926301555104803
386,1457460,"Cho thuê phòng trọ đường Bình Lợi phường 13, quận bình thạnh",2.0,14.0,Bình Thạnh,Hồ Chí Minh,11/06/2019,Phòng trọ,2.2158964012891964,2.488339645206299
387,1457518,Nhà trọ Quận 8 an ninh yên tĩnh gần trung tâm diện tích 17m2,2.2,17.0,Quận 8,Hồ Chí Minh,11/06/2019,Phòng trọ,2.2158964012891964,2.557029177718833
388,1457533,"Cho thuê phòng trọ (3 Tháng 2 & Nguyễn Tri Phương, Q10)",2.6,18.0,Quận 10,Hồ Chí Minh,12/06/2019,Phòng trọ,2.2158964012891964,2.520494469746259
389,1457667,"Cho thuê phòng trọ 53b/17b Trần Khánh Dư, quận 1, chỉ 3 triệu/tháng",3.0,20.0,Quận 1,Hồ Chí Minh,12/06/2019,Phòng trọ,2.2158964012891964,3.563218390804598
390,1457876,"Cho thuê phòng trọ cao cấp mới xây xong tại 749/35 Huỳnh Tấn Phát, P.Phú Thuận , Quận 7, TPHCM ",3.7,16.0,Quận 7,Hồ Chí Minh,13/06/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
391,1458223,Phòng mới sạch đẹp 2tr2 có sẵn nội thất trong chung cư Belleza,2.2,12.0,Quận 7,Hồ Chí Minh,14/06/2019,Căn hộ,3.322310410225767,2.6204352741661956
392,1458328,"Phòng cho thuê cao cấp, tự do, tiện nghi trung tâm quận 3 dành riêng cho người phong cách",3.0,20.0,Quận 3,Hồ Chí Minh,15/06/2019,Phòng trọ,2.2158964012891964,3.0926301555104803
393,1458471,"Cho thuê phòng Đường Đinh Tiên Hoàng, P.3, Q.Bình Thạnh",2.5,12.0,Bình Thạnh,Hồ Chí Minh,15/06/2019,Phòng trọ,2.2158964012891964,2.488339645206299
394,1458917,"Cho thuê căn hộ mini đường Dương Bá Trạc, Q.8, full nội thất, giá rẻ",6.0,28.0,Quận 8,Hồ Chí Minh,18/06/2019,Căn hộ,3.322310410225767,2.557029177718833
395,1459107,"Cho thuê Phòng tiện nghi Đường Đinh Tiên Hoàng, Q.Bình Thạnh",2.5,12.0,Bình Thạnh,Hồ Chí Minh,19/06/2019,Phòng trọ,2.2158964012891964,2.488339645206299
396,1459142,"Chính chủ cho thuê phòng 38m2, mặt tiền Lý Văn Phức, Quận 1.",4.0,38.0,Quận 1,Hồ Chí Minh,19/06/2019,Phòng trọ,2.2158964012891964,3.563218390804598
397,1460158,Phòng trọ quận 10 đường CMT8 (gần sân khấu Lan Anh),3.0,25.0,Quận 10,Hồ Chí Minh,24/08/2019,Phòng trọ,2.2158964012891964,2.520494469746259
398,1460456,"Cho thuê phòng trọ Bùi Văn Ba, P. Tân Thuận Đông, Q7, TP HCM",2.5,30.0,Quận 7,Hồ Chí Minh,25/06/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
399,1460624,Phòng trọ đầy đủ nội thất Quận 7 - gần Phú Mỹ Hưng (mới 100%),5.5,40.0,Quận 7,Hồ Chí Minh,28/02/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
400,1460791,"Cho thuê phòng trọ, hẽm 18, đường 8, P. Linh Xuân, Thủ đức, Tp. HCM",1.2,12.0,Thủ Đức,Hồ Chí Minh,26/06/2019,Phòng trọ,2.2158964012891964,1.85
401,1460794,"Cho thuê phòng trọ giá rẻ, diện tích 21m2 Ở Quận 3, TP. HCM",3.0,21.0,Quận 3,Hồ Chí Minh,26/06/2019,Phòng trọ,2.2158964012891964,3.0926301555104803
402,1460910,"Cho thuê phòng trọ đường Ngô Chí Quốc, phường Bình Chiểu, quận Thủ Đức, Hồ Chí Minh",2.5,22.0,Thủ Đức,Hồ Chí Minh,27/06/2019,Phòng trọ,2.2158964012891964,1.85
403,1461055,Phòng trọ quận 7 25m2 gần trung tâm thể dục thể thao quận 7,2.8,25.0,Quận 7,Hồ Chí Minh,27/06/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
404,1461594,Phòng trọ an ninh thoáng mát huyện Nhà Bè Đào Sư Tích,1.8,24.0,Nhà Bè,Hồ Chí Minh,30/06/2019,Phòng trọ,2.2158964012891964,2.0973630831643004
405,1461610,Cho thuê phòng 7 phút tới đại học tôn Đức thắng q7,2.5,32.0,Nhà Bè,Hồ Chí Minh,30/06/2019,Phòng trọ,2.2158964012891964,2.0973630831643004
406,1462422,"Chỉ còn 2 phòng mặt tiền Phú Nhuận full nội thất giá 5,5 triệu.",5.5,30.0,Phú Nhuận,Hồ Chí Minh,03/07/2019,Phòng trọ,2.2158964012891964,3.271339739966083
407,1462811,"Cho thuê phòng trọ mới, sạch sẽ, tiện nghi tại phường 7, Gò Vấp,giá rẻ",5.0,40.0,Gò Vấp,Hồ Chí Minh,05/07/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
408,1463077,"Cho Thuê Phòng Riêng Trong Căn Hộ Chung Cư CBD, Quận 2, 3.000.000đ/tháng",3.0,25.0,Quận 2,Hồ Chí Minh,06/07/2019,Căn hộ,3.322310410225767,8.721003134796238
409,1463154,"Cho thuê phòng trong nhà nguyên căn, giờ tự do",3.0,40.0,Bình Tân,Hồ Chí Minh,06/07/2019,Phòng trọ,2.2158964012891964,1.5922038980509747
410,1463288,Cho thuê phòng trọ quận Tân Bình sát trường Đại học Văn Hiến,2.5,20.0,Tân Bình,Hồ Chí Minh,08/07/2019,Phòng trọ,2.2158964012891964,3.20001724137931
411,1463638,"Chính chủ cần cho thuê phòng riêng tại Tôn Thất Tùng, Q.1, TP. HCM.",5.0,20.0,Quận 1,Hồ Chí Minh,09/07/2019,Phòng trọ,2.2158964012891964,3.563218390804598
412,1463721,"Cho thuê phòng trọ mới đường Trần Bình Trọng, P5, Bình Thạnh,từ 3tr/th",3.0,15.0,Bình Thạnh,Hồ Chí Minh,09/07/2019,Phòng trọ,2.2158964012891964,2.488339645206299
413,1464707,Cho thuê phòng trọ Gò Vấp 18m sạch sẽ thoáng mát ,1.7,18.0,Gò Vấp,Hồ Chí Minh,13/07/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
414,1464886,"Cho thuê phòng trọ cao cấp, DT:25-35m2, với đầy đủ tiện nghi, đường Vườn Lài, Q12, Lh 0967813059",2.5,25.0,Quận 12,Hồ Chí Minh,14/07/2019,Phòng trọ,2.2158964012891964,1.4984326018808778
415,1464901,Phòng sạch sẽ cao cấp cho thuê khu vực Tân Bình - Tân Phú,3.0,18.0,Tân Phú,Hồ Chí Minh,14/07/2019,Phòng trọ,2.2158964012891964,2.0499361430395915
416,1465621,"Cho thuê phòng mới đẹp Đào Duy Anh, Phú Nhuận 27m2",5.0,27.0,Phú Nhuận,Hồ Chí Minh,02/11/2019,Phòng trọ,2.2158964012891964,3.271339739966083
417,1466015,Tìm 1 nữ ở ghép phòng trọ bên trên spa gần đường Cộng Hoà,1.0,14.0,Tân Bình,Hồ Chí Minh,19/07/2019,Phòng ở ghép,1.0,3.20001724137931
418,1467022,Phòng trọ mới xây gò vấp giá thương lượng ưu tiên sinh viên công nhân ,2.0,12.0,Gò Vấp,Hồ Chí Minh,23/07/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
419,1467240,"Cho thuê phòng trọ tại Trần Đình Xu, Quận 1, Tp.Hồ Chí Minh",1.8,22.0,Quận 1,Hồ Chí Minh,23/07/2019,Phòng trọ,2.2158964012891964,3.563218390804598
420,1467344,"Chính chủ cho thuê phòng tiện nghi, sạch sẽ tại Trần Văn Đang, TP HCM.",3.1,18.0,Quận 3,Hồ Chí Minh,24/07/2019,Phòng trọ,2.2158964012891964,3.0926301555104803
421,1467425,"Cho thuê phòng trọ đẹp có ban công, giờ giấc tự do",2.8,22.0,Tân Bình,Hồ Chí Minh,24/07/2019,Phòng trọ,2.2158964012891964,3.20001724137931
422,1467521,"Cần cho thuê phòng, nội thất cơ bản, sạch sẽ tại Nguyễn Hữu Cảnh, HCM",5.0,20.0,Bình Thạnh,Hồ Chí Minh,24/07/2019,Phòng trọ,2.2158964012891964,2.488339645206299
423,1468403,"Tuyển 2 nữ ở ghép ngay quận 8, phòng rộng thoáng mát, giá cá hợp lí",3.5,30.0,Quận 8,Hồ Chí Minh,27/07/2019,Phòng ở ghép,1.0,2.557029177718833
424,1468996,"Phòng trọ 2tr./tháng, P. An lạc, Q. Bình tân, gần Đại lộ Võ Văn kiệt.",2.0,28.0,Bình Tân,Hồ Chí Minh,19/06/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
425,1469085,Cho thuê phòng trọ cạnh ĐH Tôn Đức Thắng diện tích 45m2 giá 6tr/tháng,6.0,45.0,Quận 7,Hồ Chí Minh,29/07/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
426,1469655,"Cho thuê phòng trọ 104 đường Trần Thị Nghĩ, Phường 7, quận Gò Vấp, Hồ Chí Minh",3.0,25.0,Gò Vấp,Hồ Chí Minh,01/08/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
427,1469958,"Chính chủ cho thuê phòng sạch sẽ, khép kín, CMT8 Tân Bình, TP HCM.",2.8,20.0,Tân Bình,Hồ Chí Minh,02/08/2019,Phòng trọ,2.2158964012891964,3.20001724137931
428,1470392,Phòng trọ Quận Phú Nhuận 21m² bao điện nước,3.5,21.0,Phú Nhuận,Hồ Chí Minh,03/08/2019,Phòng trọ,2.2158964012891964,3.271339739966083
429,1471122,"Cho thuê phòng trọ đầy đủ nội thất quận 7 diện tích 18m2 giá 4,5tr/tháng",4.5,18.0,Quận 7,Hồ Chí Minh,07/08/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
430,1471247,Cho thuê phòng quận 3 trần quang diệu an ninh và sạch sẽ,2.8,15.0,Quận 3,Hồ Chí Minh,07/08/2019,Phòng trọ,2.2158964012891964,3.0926301555104803
431,1471749,Cho thuê phòng trọ mới cực đẹp giá rẻ tại gò vấp diện tích từ 25m2,3.5,25.0,Gò Vấp,Hồ Chí Minh,09/08/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
432,1473878,"Tìm bạn nữ ở ghép - 103 Đường số 53, Phường Tân Quy, Quận 7, TPHCM",1.3,30.0,Quận 7,Hồ Chí Minh,19/08/2019,Phòng ở ghép,1.0,2.6204352741661956
433,1474622,Cho thuê phòng khu vực gần công viên nằm trong hẻm diện tích 17m2,3.0,17.0,Tân Bình,Hồ Chí Minh,21/08/2019,Phòng trọ,2.2158964012891964,3.20001724137931
434,1475895,"Cho thuê phòng cao cấp, full nội thất, Đường D1, Bình Thạnh, giá tốt",5.0,30.0,Bình Thạnh,Hồ Chí Minh,27/08/2019,Phòng trọ,2.2158964012891964,2.488339645206299
435,1477792,Cho thuê phòng và căn hộ dịch vụ gần ngay đại học HUTECH,6.0,25.0,Bình Thạnh,Hồ Chí Minh,04/09/2019,Căn hộ,3.322310410225767,2.488339645206299
436,1478249,Hãy đến với GEN Co - Living Space để trải nghiệm sự đẳng cấp,2.0,50.0,Quận 7,Hồ Chí Minh,05/10/2019,Khác,4.030355856504826,2.6204352741661956
438,1478866,Cho thuê phòng trọ 18m2 trung tâm quận 10,2.5,18.0,Quận 10,Hồ Chí Minh,07/09/2019,Phòng trọ,2.2158964012891964,2.520494469746259
439,1478928,"Cho thuê Ktx đường Đinh Bộ Lĩnh, Phường 26, quận Bình Thạnh, Hồ Chí Minh",1.1,8.0,Bình Thạnh,Hồ Chí Minh,08/09/2019,KTX,1.481689296269328,2.488339645206299
440,1479342,Cho thuê phòng đẹp trung tâm quận 3 giờ giấc tự do,4.0,20.0,Quận 3,Hồ Chí Minh,09/09/2019,Phòng trọ,2.2158964012891964,3.0926301555104803
442,1480092,"Cho thuê nhà nằm trên đường Ngô Quyền phường 12,quận 5, ngay ngã tư Ngô Quyền –Nguyễn Chí Thanh",3.0,45.0,Quận 5,Hồ Chí Minh,11/09/2019,Khác,4.030355856504826,2.4362818590704647
443,1480093,"Cho thuê phòng quận 5, yên tĩnh , sạch sẽ , khu an ninh",6.5,32.0,Quận 5,Hồ Chí Minh,11/09/2019,Phòng trọ,2.2158964012891964,2.4362818590704647
444,1481538,"Phòng Trọ Cho Thuê 18-24m, Sạch Sẽ, Thoáng Mát, Gần Chợ",3.0,18.0,Nhà Bè,Hồ Chí Minh,17/09/2019,Phòng trọ,2.2158964012891964,2.0973630831643004
445,1482101,Căn hộ cho thuê ở quận 5 full nội thất giá rẻ,7.0,30.0,Quận 5,Hồ Chí Minh,18/09/2019,Căn hộ,3.322310410225767,2.4362818590704647
446,1482102,Căn hộ 30m2 quận 5 đầy đủ tiện nghi thoáng mát,7.0,30.0,Quận 5,Hồ Chí Minh,18/09/2019,Căn hộ,3.322310410225767,2.4362818590704647
447,1483170,"Cần cho thuê phòng có WC riêng+Máy lạnh+Thang máy chỉ 4.5tr/th trong KĐT Vạn Phúc, QL13",4.5,30.0,Thủ Đức,Hồ Chí Minh,21/09/2019,Phòng trọ,2.2158964012891964,1.85
448,1483373,Cho thuê phòng cao cấp đầy đủ tiện nghi quận bình thạnh,4.0,20.0,Bình Thạnh,Hồ Chí Minh,22/09/2019,Phòng trọ,2.2158964012891964,2.488339645206299
449,1483385,"Phòng cho thuê giá 2,8 triệu, gần Âu Cơ, Khuông Việt",2.8,23.0,Tân Phú,Hồ Chí Minh,22/09/2019,Phòng trọ,2.2158964012891964,2.0499361430395915
450,1483563,"Cho thuê phòng đường số 3, quận 7, full nội thất.",5.0,30.0,Quận 7,Hồ Chí Minh,23/09/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
451,1484197,Chi thuê phòng trọ giá rẻ ful nội thất giá rẻ,3.5,25.0,Tân Bình,Hồ Chí Minh,24/09/2019,Phòng trọ,2.2158964012891964,3.20001724137931
452,1484467,"Phòng trọ 1,6tr cho nữ thuê bao điện nước .",1.6,10.0,Quận 7,Hồ Chí Minh,25/09/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
453,1484526,"Phòng cho thuê cao cấp, tự do, tiện nghi đầy đủ dành cho người có đẳng cấp ngay trung tâm gò vấp",3.7,20.0,Gò Vấp,Hồ Chí Minh,25/09/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
454,1484700,"Tìm nữ ở ghép ngay trung tâm gò vấp, phòng đẹp giá tốt",1.2,20.0,Gò Vấp,Hồ Chí Minh,26/09/2019,Phòng ở ghép,1.0,1.9714989444053483
456,1485805,"Phòng sạch sẽ, yên tĩnh tại La Maison de Lumière, Q.7",4.3,20.0,Quận 7,Hồ Chí Minh,29/09/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
457,1485920,Phòng trọ nữ ở ghép quận Phú Nhuận (2 người) - 2 triệu/1 phòng - khoảng 1.150k/NGƯỜI,1.15,15.0,Phú Nhuận,Hồ Chí Minh,30/09/2019,Phòng ở ghép,1.0,3.271339739966083
458,1486033,Cho thuê căn hộ mini Đường Võ Di Ninh - Bình Thạnh,7.0,30.0,Bình Thạnh,Hồ Chí Minh,30/09/2019,Căn hộ,3.322310410225767,2.488339645206299
459,1486883,"Cho thuê phòng đường Cộng Hòa, Phường 4, quận Tân Bình, Hồ Chí Minh",3.5,30.0,Tân Bình,Hồ Chí Minh,02/10/2019,Phòng trọ,2.2158964012891964,3.20001724137931
460,1486924,Căn hộ Studio cao cấp Sư Vạn Hạnh - Quận 10,7.5,40.0,Quận 10,Hồ Chí Minh,02/10/2019,Căn hộ,3.322310410225767,2.520494469746259
461,1486927,Cho thuê Studio cao cấp tại Trương Quốc Dung - Phú Nhuận,7.0,30.0,Phú Nhuận,Hồ Chí Minh,02/10/2019,Khác,4.030355856504826,3.271339739966083
462,1486929,"Cho Thuê Căn Hộ mini cao cấp tại Phú Nhuận, Full nội thất, ban công thoáng mát",8.0,30.0,Phú Nhuận,Hồ Chí Minh,02/10/2019,Căn hộ,3.322310410225767,3.271339739966083
463,1487264,"Cho thuê căn hộ chung cư Giai Việt – Quốc Cường, Diện tích:78m2, giá 12tr/th",12.0,78.0,Quận 8,Hồ Chí Minh,03/10/2019,Căn hộ,3.322310410225767,2.557029177718833
464,1487334,"Cần cho thuê phòng ở rộng 12m2, Quận Gò Vấp",1.3,12.0,Gò Vấp,Hồ Chí Minh,03/10/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
465,1487751,"Phòng cho thuê miễn phí giặt, dọn phòng Nguyễn Đình Chính, Phú Nhuận",8.5,40.0,Phú Nhuận,Hồ Chí Minh,04/10/2019,Phòng trọ,2.2158964012891964,3.271339739966083
466,1487756,"Cho thuê phòng có dịch vụ giặt và dọn phòng miễn phí ở Nguyễn Đình Chính, Phú Nhuận",8.5,40.0,Phú Nhuận,Hồ Chí Minh,04/10/2019,Phòng trọ,2.2158964012891964,3.271339739966083
467,1487937,Cho thuê căn hộ Full Nội thất tại đường 3/2 Quận 10,8.0,40.0,Quận 10,Hồ Chí Minh,04/10/2019,Căn hộ,3.322310410225767,2.520494469746259
468,1487979,Cho thuê nhà trọ Quận Bình Thạnh phường 11,3.0,26.0,Bình Thạnh,Hồ Chí Minh,04/10/2019,Phòng trọ,2.2158964012891964,2.488339645206299
469,1488262,"Cho thuê phòng trọ cho sinh viên (Nữ),và người đi làm (Nữ), Quận 6",1.2,11.0,Quận 6,Hồ Chí Minh,05/10/2019,Phòng trọ,2.2158964012891964,1.6250000000000002
470,1488355,"Phòng trọ tại Trần Đình Xu, Quận 1, HCM cho thuê giá rẽ",2.2,22.0,Quận 1,Hồ Chí Minh,05/10/2019,Phòng trọ,2.2158964012891964,3.563218390804598
471,1489185,Cần cho thuê phòng trọ Quận 5 ( ưu tiên các bạn nữ nhân viên VP hoặc sinh viên ),2.5,14.4,Quận 5,Hồ Chí Minh,08/10/2019,Phòng trọ,2.2158964012891964,2.4362818590704647
472,1489983,"Cho thuê phòng để ở tại 65/3/7 Trần Văn Dư, P.13, Q.Tân Bình, DT: 22m2, giá 3 tr/ tháng",3.0,22.0,Tân Bình,Hồ Chí Minh,23/10/2020,Phòng trọ,2.2158964012891964,3.20001724137931
473,1490198,Cho thuê nhà Quận Bình Thạnh giá cả hợp lí,3.0,26.0,Bình Thạnh,Hồ Chí Minh,10/10/2019,Khác,4.030355856504826,2.488339645206299
475,1491972,"Cho thuê Căn hộ full nội thất, 25m2, Phường Tân Quy, Quận 7. Giá 5tr/tháng, LH 0906863066.",5.0,25.0,Quận 7,Hồ Chí Minh,15/10/2019,Căn hộ,3.322310410225767,2.6204352741661956
476,1492372,Cho sinh viên thuê phòng giá rẻ đối diện RMIT,5.0,17.0,Quận 7,Hồ Chí Minh,16/10/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
477,1492798,Phòng trọ đường Hoàng Hoa Thám Quận Bình Thạnh,4.0,36.0,Bình Thạnh,Hồ Chí Minh,17/10/2019,Phòng trọ,2.2158964012891964,2.488339645206299
478,1493115,Cho thuê phòng trọ nữ ở ghép nữ gò vấp 1300k - 1500k,1.3,40.0,Gò Vấp,Hồ Chí Minh,17/10/2019,Phòng ở ghép,1.0,1.9714989444053483
479,1493124,Cho thuê phòng trọ Hóc Môn diện tích 16 m2 giá 1200000,1.2,16.0,Hóc Môn,Hồ Chí Minh,18/10/2019,Phòng trọ,2.2158964012891964,1.1954022988505748
480,1493320,Cho thuê căn hộ mini đầy đủ nội thất hiện đại,8.0,45.0,Phú Nhuận,Hồ Chí Minh,18/10/2019,Căn hộ,3.322310410225767,3.271339739966083
481,1494973,Cho thuê nhà làm văn phòng Đường 2- Thảo Điền,24.0,82.0,Quận 2,Hồ Chí Minh,23/10/2019,Phòng trọ,2.2158964012891964,8.721003134796238
483,1495081,Nhà 2 Phòng Ngủ- Đầy Đủ Nội Thất Đường 14- An Phú,23.0,80.0,Quận 2,Hồ Chí Minh,23/10/2019,Phòng trọ,2.2158964012891964,8.721003134796238
484,1495091,"Cho thuê phòng trọ 3x3,5m,có gác lững,gần chợ,trường học.",1.02,10.5,Tân Phú,Hồ Chí Minh,23/10/2019,Phòng trọ,2.2158964012891964,2.0499361430395915
485,1495128,Nhà Cần Cho Thuê Đường 20- Bình An- Mọi Ngành Nghề,25.0,80.0,Quận 2,Hồ Chí Minh,23/10/2019,Khác,4.030355856504826,8.721003134796238
486,1495224,Nhà Mặt Tiền Cao Đức Lân Làm Văn Phòng Kết Hợp Ở- GIá 32 Triệu,32.0,80.0,Quận 2,Hồ Chí Minh,23/10/2019,Phòng trọ,2.2158964012891964,8.721003134796238
487,1495249,Cho Thuê Nhà Làm Văn Phòng- Kinh Doanh Đường 8- Bình An,28.0,80.0,Quận 2,Hồ Chí Minh,23/10/2019,Phòng trọ,2.2158964012891964,8.721003134796238
488,1495261,Nhà Giá Rẻ Có Sẵn Máy Lạnh Khu An Phú An Khánh,25.0,80.0,Quận 2,Hồ Chí Minh,23/10/2019,Khác,4.030355856504826,8.721003134796238
489,1495338,"Phòng trọ đường số 44 diện tích 40m2, giá 4tr",4.0,30.0,Gò Vấp,Hồ Chí Minh,23/10/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
490,1495888,Nhà Cần Cho Thuê Gấp 5 Phòng- Đường 17- An Phú,27.0,100.0,Quận 2,Hồ Chí Minh,25/10/2019,Phòng trọ,2.2158964012891964,8.721003134796238
491,1496364,"Cho thuê phòng quận 9 30m2, 2 cửa sổ, có chỗ để xe, 1 wc, có bếp nấu ăn",6.0,30.0,Quận 9,Hồ Chí Minh,26/10/2019,Phòng trọ,2.2158964012891964,1.7041666666666668
492,1496673,"Cho nử thuê phòng giá 1,5tr. Phòng sạch đẹp có hành lang",1.0,25.0,Quận 12,Hồ Chí Minh,27/10/2019,Phòng trọ,2.2158964012891964,1.4984326018808778
493,1496977,Cho thuê phòng trọ giá rẻ ngay trung tâm Quận 8 phòng sạch sẽ,3.3,15.0,Quận 8,Hồ Chí Minh,28/10/2019,Phòng trọ,2.2158964012891964,2.557029177718833
494,1497337,Cho thuê phòng trọ KTX Homestay giá rẻ dài hạn TPHCM,1.5,30.0,Gò Vấp,Hồ Chí Minh,29/10/2019,KTX,1.481689296269328,1.9714989444053483
495,1497371,"Cho Thuê Phòng Trọ, Rộng Thoáng Mát, Toilet Riêng, Giờ Giấc Tự Do gần Aeon Tân Phú LH: 0907 639 419",3.0,30.0,Bình Tân,Hồ Chí Minh,29/10/2019,Phòng trọ,2.2158964012891964,1.5922038980509747
496,1497506,Cho Nữ thuê phòng 25m2 gần Nguyễn Sơn- Văn Cao- Bình Long,2.6,25.0,Tân Phú,Hồ Chí Minh,29/10/2019,Phòng trọ,2.2158964012891964,2.0499361430395915
497,1498107,"Cho thuê phòng trọ 18 m2 giá 2 triệu/ tháng tại 417/69/54 quang trung, phường 10, quận gò vấp",2.0,18.0,Gò Vấp,Hồ Chí Minh,31/10/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
498,1498110,Cho Thuê Nhà Đẹp- 2 Phòng Ngủ Đường 8- Bình An,25.0,72.0,Quận 2,Hồ Chí Minh,31/10/2019,Phòng trọ,2.2158964012891964,8.721003134796238
499,1498441,ToBee - Coliving Có Dịch vụ cho thuê Box Cao Cấp,2.5,30.0,Bình Thạnh,Hồ Chí Minh,31/10/2019,Khác,4.030355856504826,2.488339645206299
500,1499928,"Phòng an ninh, gần trung tâm q1, không ngập nước, giờ giấc tự do, hẻm rộng xe hơi",2.3,11.0,Quận 4,Hồ Chí Minh,04/11/2019,Phòng trọ,2.2158964012891964,2.09375
